CodeA,CodeVR,DateV,DureeVol,NbrPassagersEco,NbrPassagersAffaire,NbrPassagersPremiere,ChargeKerosene,ChargeTotale
AF1002,AF182,2025-09-19,5.74,224,42,14,21.17,33.71
AF1004,AF182,2025-09-19,10.99,140,26,10,34.0,7.0
AC6001,AC500,2025-09-20,6.87,89,16,7,20.86,11.14
AF1004,AF181,2025-09-20,10.9,127,23,9,34.39,6.61
IB3001,IB200,2025-09-20,6.69,144,27,10,25.37,15.63
LH4001,LH301,2025-09-20,5.27,241,45,16,20.38,33.84
AF1001,AF181,2025-09-21,1.1,94,17,7,3.39,17.81
DL2002,DL100,2025-09-21,8.09,150,28,10,26.86,24.3
JL7001,JL600,2025-09-21,11.87,180,33,12,42.35,29.74
AC6001,AC500,2025-09-22,10.43,57,10,5,30.41,1.59
AF1002,AF180,2025-09-22,8.59,160,30,11,24.92,23.98
BA5001,BA400,2025-09-22,6.88,102,19,7,25.57,21.27
AC6001,AC500,2025-09-23,8.83,59,11,4,28.61,3.39
DL2001,DL100,2025-09-23,7.4,150,28,10,28.21,24.07
LH4001,LH301,2025-09-23,4.5,368,69,24,15.96,48.31
BA5001,BA400,2025-09-24,11.44,153,28,11,30.91,20.26
DL2002,DL101,2025-09-24,8.54,144,27,9,31.3,19.45
IB3001,IB201,2025-09-24,6.73,107,20,7,26.79,14.21
LH4001,LH301,2025-09-24,10.97,234,43,16,39.36,37.43
AF1001,AF180,2025-09-25,8.01,74,13,6,22.74,7.66
AF1004,AF181,2025-09-25,8.23,115,21,8,30.88,10.12
DL2002,DL100,2025-09-25,4.68,138,25,10,13.59,21.99
IB3001,IB201,2025-09-25,11.96,124,23,9,39.88,1.12
LH4001,LH301,2025-09-25,6.03,250,46,17,15.91,34.2
AF1004,AF181,2025-09-26,4.57,97,18,7,14.88,20.78
BA5001,BA400,2025-09-26,10.72,178,33,12,33.16,30.15
DL2002,DL100,2025-09-26,6.25,113,21,8,20.79,18.89
JL7001,JL600,2025-09-26,7.96,184,34,12,24.27,29.52
LH4001,LH300,2025-09-26,8.19,239,44,16,24.6,32.62
AF1001,AF182,2025-09-27,1.86,111,20,8,5.89,15.36
AF1002,AF180,2025-09-27,7.9,174,32,12,24.26,28.07
DL2002,DL100,2025-09-27,5.12,152,28,10,16.89,20.02
AF1001,AF181,2025-09-28,8.94,109,20,8,23.73,6.67
AF1002,AF182,2025-09-28,10.35,161,30,11,32.46,29.76
BA5001,BA400,2025-09-28,1.16,178,33,12,4.6,30.42
DL2001,DL100,2025-09-28,8.41,123,23,8,21.71,18.19
JL7001,JL600,2025-09-28,11.57,100,18,7,43.37,18.79
AF1001,AF180,2025-09-29,7.53,93,17,7,29.81,1.0
AF1002,AF181,2025-09-29,8.49,176,33,11,23.05,29.12
AF1002,AF180,2025-09-30,11.97,175,32,12,36.8,26.59
AF1004,AF181,2025-09-30,10.25,120,22,8,40.1,1.0
BA5001,BA400,2025-09-30,10.67,124,23,9,35.2,18.21
DL2002,DL100,2025-09-30,5.3,101,19,7,16.7,17.11
AF1004,AF182,2025-10-01,4.7,150,28,10,18.4,22.93
DL2001,DL100,2025-10-01,9.47,107,20,7,30.77,21.74
DL2002,DL100,2025-10-01,7.76,149,28,10,28.21,26.23
AC6001,AC500,2025-10-02,8.85,65,12,5,28.53,3.47
AF1003,AF180,2025-10-02,3.17,152,28,10,12.52,25.95
AF1004,AF182,2025-10-02,2.51,96,18,7,7.77,15.07
DL2001,DL100,2025-10-02,8.01,178,33,12,28.81,28.18
DL2002,DL101,2025-10-02,11.84,159,29,11,40.02,23.35
DL2001,DL101,2025-10-03,1.9,147,27,10,7.59,22.86
IB3001,IB200,2025-10-03,6.63,93,17,7,25.8,15.2
JL7001,JL600,2025-10-03,5.33,143,26,10,18.44,20.07
AF1002,AF182,2025-10-04,8.41,192,36,12,33.14,31.75
BA5001,BA400,2025-10-04,1.69,164,30,12,4.61,23.19
IB3001,IB201,2025-10-04,7.84,101,19,7,28.0,13.0
JL7001,JL600,2025-10-04,8.56,98,18,7,30.56,14.44
LH4001,LH300,2025-10-04,9.89,344,64,22,29.56,44.56
IB3001,IB201,2025-10-05,6.28,84,15,6,21.12,13.58
JL7001,JL600,2025-10-05,7.82,176,33,11,25.97,28.62
LH4001,LH300,2025-10-05,9.05,312,58,21,26.2,45.8
AF1003,AF181,2025-10-06,4.41,132,24,10,11.84,25.55
DL2001,DL101,2025-10-06,5.51,153,28,11,20.3,25.82
LH4001,LH301,2025-10-06,6.94,223,41,15,26.44,29.91
AC6001,AC500,2025-10-07,4.24,53,10,4,12.83,12.31
AF1001,AF180,2025-10-07,5.77,114,21,8,17.9,12.5
AF1004,AF182,2025-10-07,3.33,93,17,7,10.33,13.1
JL7001,JL600,2025-10-07,9.59,153,28,11,35.13,27.09
AC6001,AC500,2025-10-08,11.05,57,10,5,37.07,1.0
AF1002,AF181,2025-10-08,6.17,164,30,12,20.2,22.62
LH4001,LH301,2025-10-08,6.83,286,53,19,26.3,43.44
DL2001,DL101,2025-10-09,9.9,147,27,10,28.64,19.71
DL2002,DL100,2025-10-09,5.96,157,29,11,16.04,23.5
LH4001,LH301,2025-10-09,7.8,360,67,23,28.58,46.98
AC6001,AC500,2025-10-10,3.4,59,11,4,13.08,12.62
BA5001,BA400,2025-10-10,2.35,136,25,10,8.54,19.97
IB3001,IB201,2025-10-10,3.6,99,18,7,10.93,21.67
AC6001,AC500,2025-10-11,5.66,92,17,7,20.63,11.37
AF1003,AF182,2025-10-11,2.76,225,42,15,8.28,34.7
DL2002,DL100,2025-10-11,3.87,149,28,10,10.62,21.49
IB3001,IB200,2025-10-11,9.34,156,29,10,26.77,14.23
BA5001,BA400,2025-10-12,5.79,140,26,9,20.77,23.6
IB3001,IB200,2025-10-12,3.55,148,27,11,8.9,19.77
AF1004,AF180,2025-10-13,5.63,142,26,10,19.85,19.05
AF1002,AF180,2025-10-14,1.21,189,35,13,3.51,30.17
BA5001,BA400,2025-10-14,7.56,153,28,11,25.98,25.62
AC6001,AC500,2025-10-15,2.26,54,10,4,6.0,12.38
DL2001,DL101,2025-10-15,6.86,175,32,12,19.7,23.7
BA5001,BA400,2025-10-16,4.41,121,22,9,16.76,24.11
AC6001,AC500,2025-10-17,11.06,81,15,6,31.77,1.0
AF1003,AF181,2025-10-17,2.79,196,36,13,9.62,33.42
DL2001,DL100,2025-10-17,4.65,147,27,10,13.45,22.77
AF1001,AF181,2025-10-18,7.56,107,20,7,29.25,1.15
AF1003,AF182,2025-10-18,9.9,134,25,9,30.49,18.1
AF1004,AF182,2025-10-18,7.92,92,17,7,22.92,18.08
BA5001,BA400,2025-10-18,10.72,137,25,10,29.08,26.01
JL7001,JL600,2025-10-18,10.73,162,30,11,41.01,24.5
AF1001,AF181,2025-10-19,9.87,65,12,5,39.08,1.0
BA5001,BA400,2025-10-19,1.64,103,19,7,6.09,16.0
IB3001,IB200,2025-10-19,6.01,108,20,7,19.7,18.19
AF1002,AF181,2025-10-20,5.78,216,40,14,18.43,28.97
AF1004,AF180,2025-10-20,10.71,86,16,6,38.73,2.27
DL2001,DL100,2025-10-20,9.84,139,26,9,29.0,23.38
DL2002,DL100,2025-10-20,6.7,99,18,7,24.92,16.21
IB3001,IB200,2025-10-20,11.6,88,16,6,36.09,4.91
LH4001,LH301,2025-10-20,11.26,280,52,19,42.6,43.93
DL2001,DL101,2025-10-21,6.63,117,22,8,21.26,15.97
DL2002,DL101,2025-10-21,2.11,104,19,8,7.19,20.16
LH4001,LH300,2025-10-21,4.78,341,64,22,12.85,50.86
AF1001,AF182,2025-10-22,10.03,72,13,6,38.65,1.0
AF1002,AF181,2025-10-22,5.04,131,24,9,18.55,20.93
AF1003,AF181,2025-10-22,9.74,161,30,11,34.2,25.86
DL2001,DL100,2025-10-22,9.91,143,26,10,34.86,19.54
LH4001,LH300,2025-10-22,1.31,372,69,24,4.22,49.73
AC6001,AC500,2025-10-23,2.17,102,19,7,8.5,16.47
AF1003,AF181,2025-10-23,11.33,188,35,13,34.09,27.24
DL2001,DL100,2025-10-23,4.55,171,32,11,14.66,29.08
LH4001,LH301,2025-10-23,1.82,301,56,20,6.73,46.15
AF1002,AF182,2025-10-24,11.67,142,26,10,45.7,26.82
AF1003,AF180,2025-10-24,3.23,157,29,11,8.63,27.92
DL2001,DL100,2025-10-24,2.01,193,36,13,5.45,27.03
DL2002,DL101,2025-10-24,5.32,156,29,11,16.58,23.99
IB3001,IB200,2025-10-24,3.91,134,25,9,15.29,19.8
DL2001,DL100,2025-10-25,11.04,191,35,13,36.56,29.16
JL7001,JL600,2025-10-25,2.62,120,22,9,10.04,20.16
AF1004,AF181,2025-10-26,1.54,130,24,9,4.68,20.67
BA5001,BA400,2025-10-26,3.11,128,24,9,11.13,25.19
DL2002,DL101,2025-10-26,3.31,125,23,9,12.37,22.81
AC6001,AC500,2025-10-27,1.94,64,12,4,5.3,14.22
AF1004,AF182,2025-10-27,3.09,98,18,7,9.88,20.65
LH4001,LH300,2025-10-27,9.09,346,64,23,32.93,49.98
AC6001,AC500,2025-10-28,5.72,56,10,5,16.51,10.81
AF1003,AF180,2025-10-28,3.26,166,31,11,8.58,29.6
DL2001,DL100,2025-10-28,10.71,100,18,8,40.53,14.0
DL2002,DL101,2025-10-29,9.73,160,30,11,28.93,26.64
JL7001,JL600,2025-10-29,6.44,168,31,11,18.4,24.16
LH4001,LH300,2025-10-29,5.13,298,55,20,19.05,43.37
DL2001,DL100,2025-10-30,10.51,185,34,13,35.23,28.08
IB3001,IB200,2025-10-30,2.25,116,21,8,8.55,20.15
AF1004,AF180,2025-10-31,5.97,117,22,8,19.83,19.46
DL2001,DL101,2025-10-31,2.11,187,35,12,5.31,29.53
LH4001,LH301,2025-10-31,5.8,243,45,16,20.53,31.93
AF1001,AF182,2025-11-01,3.97,119,22,8,11.27,16.81
AF1003,AF180,2025-11-01,11.04,218,40,15,32.92,34.4
JL7001,JL600,2025-11-01,5.28,100,18,8,18.27,19.14
AF1001,AF180,2025-11-02,11.74,117,22,8,40.0,1.0
AF1003,AF181,2025-11-02,9.79,164,30,12,30.87,28.02
AF1004,AF182,2025-11-02,6.05,152,28,11,22.86,18.14
DL2001,DL101,2025-11-02,6.29,116,21,8,15.97,19.91
IB3001,IB200,2025-11-02,3.24,105,19,8,11.9,18.51
AF1003,AF182,2025-11-03,5.35,224,42,15,18.35,35.56
DL2001,DL100,2025-11-03,2.0,129,24,9,6.86,18.49
AF1002,AF182,2025-11-04,6.49,195,36,13,21.05,26.46
DL2002,DL101,2025-11-04,11.4,140,26,10,34.36,20.95
AF1002,AF181,2025-11-05,3.61,202,37,14,10.62,26.95
AF1004,AF181,2025-11-05,10.77,85,16,6,36.85,4.15
IB3001,IB201,2025-11-05,1.57,96,18,7,4.05,21.93
DL2001,DL100,2025-11-06,10.53,130,24,9,31.94,25.89
JL7001,JL600,2025-11-06,4.3,187,35,12,15.01,33.29
AF1002,AF181,2025-11-07,2.0,129,24,9,5.56,20.34
AF1003,AF181,2025-11-08,6.18,170,31,12,19.29,31.07
DL2002,DL100,2025-11-08,5.0,160,30,10,19.53,25.96
AF1002,AF182,2025-11-09,3.34,145,27,10,10.89,23.77
AF1003,AF181,2025-11-09,1.97,165,31,11,6.96,28.8
LH4001,LH300,2025-11-09,11.41,277,52,18,36.41,35.93
AF1001,AF182,2025-11-10,5.47,95,17,7,18.88,11.52
AF1002,AF182,2025-11-10,3.32,161,30,11,9.93,26.64
AF1003,AF182,2025-11-10,7.19,130,24,9,20.85,25.35
AF1004,AF182,2025-11-10,10.44,89,16,7,33.03,7.97
IB3001,IB200,2025-11-10,7.05,159,29,11,27.33,13.67
DL2001,DL101,2025-11-11,7.26,117,22,8,22.3,21.21
IB3001,IB200,2025-11-11,1.34,92,17,7,5.13,13.37
AC6001,AC500,2025-11-12,3.35,82,15,6,9.51,17.52
AF1003,AF182,2025-11-12,5.62,170,31,12,14.28,26.31
AF1004,AF181,2025-11-12,1.49,112,21,8,5.27,18.09
JL7001,JL600,2025-11-12,1.5,135,25,9,5.16,22.36
LH4001,LH301,2025-11-12,4.47,264,49,18,11.45,41.7
DL2001,DL101,2025-11-13,10.76,194,36,13,41.19,27.77
DL2002,DL100,2025-11-13,11.86,88,16,6,31.82,18.48
AF1001,AF180,2025-11-14,9.5,110,20,8,32.42,1.0
AF1003,AF182,2025-11-14,6.48,182,34,12,17.56,27.84
DL2002,DL100,2025-11-14,4.31,124,23,9,14.87,19.18
AF1003,AF182,2025-11-15,5.8,160,30,10,20.65,24.2
BA5001,BA400,2025-11-15,9.36,175,32,12,33.57,25.92
DL2001,DL100,2025-11-15,10.85,171,32,11,40.37,28.9
LH4001,LH301,2025-11-15,5.06,278,52,18,18.78,42.88
AF1002,AF181,2025-11-16,7.95,249,46,17,21.71,38.37
AF1003,AF180,2025-11-16,6.09,220,41,14,23.81,36.36
AF1004,AF180,2025-11-16,9.19,147,27,10,31.58,9.42
DL2002,DL101,2025-11-16,4.62,133,25,9,18.41,22.42
BA5001,BA400,2025-11-17,1.18,138,25,10,4.62,22.45
DL2002,DL100,2025-11-17,9.06,100,18,7,32.57,16.13
IB3001,IB201,2025-11-17,4.84,110,20,8,15.81,21.75
DL2001,DL100,2025-11-18,6.29,175,32,12,22.95,30.56
LH4001,LH301,2025-11-18,4.25,258,48,17,15.94,40.11
AF1001,AF181,2025-11-19,3.79,109,20,8,14.71,15.69
IB3001,IB200,2025-11-19,1.89,108,20,7,6.15,15.41
LH4001,LH300,2025-11-19,11.32,299,56,19,45.01,46.23
AF1003,AF182,2025-11-20,7.06,235,44,15,20.49,30.68
BA5001,BA400,2025-11-20,4.63,114,21,8,12.1,18.61
DL2001,DL101,2025-11-20,11.63,164,30,12,40.3,26.62
JL7001,JL600,2025-11-20,7.53,172,32,12,24.21,23.84
AF1001,AF181,2025-11-21,5.24,96,18,7,13.39,14.65
AF1001,AF180,2025-11-22,2.43,81,15,6,6.7,14.89
DL2002,DL100,2025-11-22,1.78,134,25,9,6.26,21.84
IB3001,IB201,2025-11-22,9.11,132,24,9,26.45,14.55
JL7001,JL600,2025-11-22,5.65,147,27,10,20.86,20.07
LH4001,LH300,2025-11-22,3.11,264,49,17,8.66,34.87
BA5001,BA400,2025-11-23,3.39,114,21,8,8.85,15.71
AF1002,AF180,2025-11-24,3.45,161,30,11,10.18,24.97
AF1003,AF182,2025-11-24,2.56,191,35,13,8.6,33.79
DL2002,DL101,2025-11-24,1.39,112,21,8,4.16,22.86
IB3001,IB200,2025-11-24,2.05,144,27,9,7.36,19.65
LH4001,LH301,2025-11-24,5.26,335,62,22,17.68,43.15
AC6001,AC500,2025-11-25,1.52,93,17,7,4.8,16.57
AF1003,AF181,2025-11-25,4.58,204,38,14,12.58,27.64
IB3001,IB200,2025-11-25,9.77,139,26,9,33.66,7.34
JL7001,JL600,2025-11-25,3.92,128,24,8,11.99,19.46
AC6001,AC500,2025-11-26,5.22,80,15,5,16.17,11.98
AF1004,AF180,2025-11-26,4.66,112,21,8,14.23,22.19
BA5001,BA400,2025-11-26,5.35,181,34,12,20.0,31.28
JL7001,JL600,2025-11-27,2.0,100,18,7,6.88,18.62
AC6001,AC500,2025-11-28,9.7,70,13,5,37.08,1.0
AF1003,AF182,2025-11-28,2.82,228,42,16,9.63,31.02
DL2002,DL100,2025-11-28,10.91,161,30,11,27.57,28.87
IB3001,IB201,2025-11-28,10.31,83,15,6,27.05,13.95
AF1003,AF180,2025-11-29,10.15,158,29,11,34.59,26.69
AF1004,AF182,2025-11-29,6.07,133,25,9,21.52,19.69
DL2001,DL101,2025-11-29,10.05,137,25,10,35.58,19.57
AF1002,AF180,2025-11-30,11.8,201,37,14,43.05,31.28
BA5001,BA400,2025-11-30,4.69,103,19,7,18.6,21.59
DL2001,DL101,2025-11-30,10.62,107,20,7,38.43,20.37
JL7001,JL600,2025-11-30,8.77,144,27,9,32.63,22.74
LH4001,LH301,2025-11-30,1.03,283,53,18,4.02,38.55
AC6001,AC500,2025-12-01,8.47,56,10,4,23.74,8.26
DL2001,DL100,2025-12-01,11.31,165,31,11,40.53,27.87
DL2002,DL101,2025-12-01,9.37,140,26,10,36.74,19.98
IB3001,IB201,2025-12-01,3.06,157,29,11,10.52,23.93
JL7001,JL600,2025-12-01,7.52,128,24,8,28.15,25.15
LH4001,LH301,2025-12-01,11.4,357,67,23,39.76,53.05
AF1003,AF182,2025-12-02,11.43,125,23,9,31.36,21.35
AF1004,AF180,2025-12-02,5.89,121,22,9,17.43,18.87
BA5001,BA400,2025-12-02,1.66,164,30,12,5.9,30.03
DL2002,DL101,2025-12-02,1.13,137,25,10,4.19,19.16
IB3001,IB201,2025-12-02,1.61,134,25,9,5.1,22.47
JL7001,JL600,2025-12-02,7.76,100,18,7,25.8,15.3
AF1001,AF180,2025-12-03,4.61,80,15,5,14.96,15.44
IB3001,IB201,2025-12-03,6.45,103,19,7,16.68,15.46
JL7001,JL600,2025-12-03,1.69,120,22,9,4.31,24.26
AF1004,AF181,2025-12-04,1.06,142,26,10,4.22,19.7
BA5001,BA400,2025-12-04,2.54,157,29,11,9.94,28.44
IB3001,IB200,2025-12-04,4.43,90,16,7,14.04,14.43
AF1004,AF180,2025-12-05,2.43,85,16,6,8.81,16.11
BA5001,BA400,2025-12-05,7.88,108,20,7,26.38,16.13
DL2001,DL101,2025-12-05,5.8,179,33,12,23.15,30.19
DL2002,DL100,2025-12-05,5.75,88,16,6,17.31,20.5
AF1002,AF181,2025-12-06,7.84,137,25,10,23.53,23.7
AF1004,AF181,2025-12-06,6.97,151,28,10,19.22,21.78
DL2002,DL101,2025-12-06,4.48,92,17,7,11.56,18.65
BA5001,BA400,2025-12-07,11.43,147,27,10,31.25,24.79
DL2001,DL100,2025-12-07,8.17,153,28,11,22.65,21.31
AC6001,AC500,2025-12-08,7.41,54,10,4,26.1,5.9
AF1002,AF181,2025-12-08,4.95,146,27,10,13.5,21.29
AF1003,AF182,2025-12-08,2.75,189,35,13,8.13,25.36
AF1004,AF180,2025-12-08,8.5,80,15,6,24.21,15.54
DL2001,DL101,2025-12-08,11.59,157,29,11,42.42,29.35
JL7001,JL600,2025-12-08,3.93,182,34,12,14.06,30.44
LH4001,LH301,2025-12-08,2.64,368,69,24,7.8,54.08
AC6001,AC500,2025-12-09,5.54,63,11,5,20.77,11.23
AF1001,AF182,2025-12-09,3.07,102,19,7,11.67,16.19
AF1004,AF182,2025-12-09,9.01,89,16,7,32.74,8.26
DL2002,DL101,2025-12-09,2.03,94,17,7,6.47,17.84
AF1001,AF182,2025-12-10,10.71,89,16,7,39.89,1.0
DL2002,DL100,2025-12-10,7.27,116,21,8,28.59,20.89
IB3001,IB200,2025-12-10,3.48,120,22,9,10.43,22.58
AF1001,AF181,2025-12-11,11.35,76,14,6,37.96,1.0
AF1003,AF180,2025-12-11,9.45,235,44,15,34.79,32.98
DL2002,DL100,2025-12-11,6.81,96,18,6,21.92,17.92
IB3001,IB201,2025-12-11,10.94,150,28,10,29.28,11.72
AF1002,AF180,2025-12-12,8.61,188,35,12,32.63,29.11
BA5001,BA400,2025-12-12,4.74,164,30,11,16.12,25.59
JL7001,JL600,2025-12-12,1.55,121,22,9,5.84,24.58
DL2002,DL101,2025-12-13,7.96,112,21,8,26.78,20.73
JL7001,JL600,2025-12-13,3.5,124,23,9,11.91,24.98
AC6001,AC500,2025-12-14,3.34,88,16,6,11.15,12.94
AF1003,AF180,2025-12-14,5.37,238,44,16,19.51,32.17
DL2002,DL101,2025-12-14,2.12,159,29,11,6.41,29.47
AF1001,AF181,2025-12-15,4.02,112,21,8,15.72,14.68
AF1002,AF181,2025-12-15,8.02,225,42,15,30.89,31.87
AF1003,AF181,2025-12-15,3.8,236,44,16,11.94,37.38
AF1004,AF180,2025-12-15,7.12,92,17,7,24.22,16.4
JL7001,JL600,2025-12-15,7.94,154,28,11,25.66,26.51
AF1002,AF182,2025-12-16,4.67,183,34,12,15.95,32.85
AF1004,AF182,2025-12-16,4.92,105,19,8,18.9,21.26
JL7001,JL600,2025-12-16,2.81,100,18,7,9.06,20.74
LH4001,LH300,2025-12-16,7.68,396,74,26,29.03,53.3
AC6001,AC500,2025-12-17,11.32,74,13,6,39.27,1.0
LH4001,LH300,2025-12-17,8.63,348,65,22,28.05,51.47
AC6001,AC500,2025-12-18,5.64,99,18,7,21.75,10.25
AF1001,AF181,2025-12-18,3.03,106,19,8,10.27,16.01
IB3001,IB200,2025-12-18,8.9,80,15,6,26.84,12.3
JL7001,JL600,2025-12-18,2.02,144,27,10,7.43,20.82
AF1002,AF182,2025-12-19,8.14,228,42,15,31.05,37.06
DL2001,DL101,2025-12-19,6.61,176,33,11,21.14,29.17
IB3001,IB200,2025-12-19,10.44,105,19,8,31.51,9.49
AF1001,AF181,2025-12-20,3.1,85,16,6,8.1,18.26
BA5001,BA400,2025-12-20,3.3,180,33,13,11.25,25.04
AF1003,AF182,2025-12-21,9.76,191,35,13,36.56,28.93
DL2001,DL101,2025-12-21,9.8,116,21,8,24.78,21.01
DL2002,DL100,2025-12-21,10.18,158,29,11,34.4,23.12
JL7001,JL600,2025-12-21,10.09,179,33,12,32.84,24.58
AC6001,AC500,2025-12-22,5.08,72,13,5,18.12,13.88
AF1001,AF180,2025-12-22,10.31,94,17,7,35.59,1.0
DL2001,DL101,2025-12-22,8.55,148,27,10,31.53,28.32
IB3001,IB200,2025-12-22,9.41,97,18,7,37.05,3.95
AF1001,AF182,2025-12-23,3.93,112,21,8,10.63,16.3
AF1003,AF180,2025-12-23,1.13,153,28,11,3.29,21.15
AF1004,AF181,2025-12-23,5.92,136,25,9,20.15,20.85
DL2002,DL100,2025-12-23,9.03,159,29,11,34.09,24.87
JL7001,JL600,2025-12-23,4.5,152,28,11,15.34,23.51
LH4001,LH300,2025-12-23,10.81,254,47,17,27.24,36.35
AF1002,AF181,2025-12-24,3.76,190,35,13,10.13,32.99
AF1003,AF180,2025-12-24,3.83,190,35,13,10.52,31.83
AF1004,AF182,2025-12-24,5.68,116,21,8,22.46,18.74
DL2001,DL100,2025-12-24,8.81,146,27,10,32.34,20.26
IB3001,IB201,2025-12-24,8.11,137,25,10,28.58,12.42
JL7001,JL600,2025-12-24,6.0,117,22,8,17.78,22.95
AC6001,AC500,2025-12-25,8.03,55,10,4,27.14,4.86
AF1003,AF182,2025-12-25,9.72,230,43,15,26.04,33.97
AF1004,AF180,2025-12-25,6.33,83,15,6,24.95,12.86
AC6001,AC500,2025-12-26,11.26,91,17,6,28.7,3.3
AF1001,AF180,2025-12-26,2.72,112,21,8,9.66,20.84
BA5001,BA400,2025-12-26,2.54,110,20,8,9.23,23.56
AF1001,AF182,2025-12-27,3.92,77,14,6,14.26,13.31
AF1002,AF181,2025-12-27,8.35,136,25,9,25.27,23.9
DL2001,DL101,2025-12-27,9.17,163,30,11,28.07,23.31
DL2002,DL100,2025-12-27,3.4,162,30,11,12.81,28.54
DL2002,DL101,2025-12-28,9.18,146,27,10,27.02,20.27
AF1004,AF181,2025-12-30,2.05,96,18,6,7.68,16.85
BA5001,BA400,2025-12-30,11.37,136,25,9,31.26,25.34
IB3001,IB201,2025-12-30,7.85,134,25,9,29.47,11.53
